,Bigram,Count
8914,Marconi Perillo,37
8885,Jato Segundo,37
8898,maior crise,37
8899,sistema penitenciário,37
8901,principais pontos,37
8906,deve ocorrer,37
8907,nesse período,37
8908,pode vir,37
8910,Confira abaixo,37
8913,linha sucessória,37
8927,Kim Jongil,37
8814,Antonio Imbassahy,37
8745,ensino fundamental,37
8805,primeiro escalão,37
8741,improbidade administrativa,37
8803,504 mil,37
8677,ano eleitoral,37
8680,ser presidente,37
8691,Edison Lobão,37
8695,bem diferente,37
8726,Não posso,37
8730,Complexo Penitenciário,37
8735,Por conta,37
8737,assessor especial,37
8738,Eduardo Campos,37
8694,Regional Eleitoral,37
8742,precisa ter,37
8752,última quintafeira,37
8753,decisão proferida,37
8755,dessa vez,37
8767,Defesa Civil,37
8769,sete meses,37
8781,ser levado,37
8793,segundo maior,37
8751,Lula Dilma,37
8801,ficou conhecido,37
9139,acidente aéreo,36
9103,último domingo,36
9111,cidade onde,36
9116,deve estar,36
9119,Alexandrino Alencar,36
9138,nota enviada,36
9173,Aedes aegypti,36
9144,sanções contra,36
9157,Nesta terça,36
9160,presidenta eleita,36
9165,seis pessoas,36
9181,exercícios militares,36
9185,novo teste,36
9090,Temer fez,36
9099,Fernando Reis,36
9007,ser cumprida,36
9073,Mendonça Filho,36
8993,outros pontos,36
8946,procurador regional,36
9058,guerra civil,36
8963,Defesa Raul,36
8970,costuma ser,36
8977,atos ilícitos,36
8991,juiz Vallisney,36
8960,lugar onde,36
9000,vezes maior,36
9008,sob pena,36
9043,vão ter,36
9051,Luís Cláudio,36
9056,Esse tipo,36
9003,salários mínimos,36
9437,Ela disse,35
9446,neste fim,35
9445,vida real,35
9443,dois mandatos,35
9440,João Paulo,35
9409,Pouco antes,35
9432,deveria estar,35
9422,seguinte nota,35
9395,dois terços,35
9463,EUA Donald,35
9459,qualquer irregularidade,35
9381,grupo empresarial,35
9467,Rio Doce,35
9475,Mané Garrincha,35
9476,Kátia Abreu,35
9495,gente sabe,35
9500,terreno onde,35
9508,tudo indica,35
9511,250 mil,35
9521,Cunha Lima,35
9523,outra ação,35
9528,Bin Laden,35
9388,depoimento prestado,35
9512,tomou posse,35
9362,mandato parlamentar,35
9269,qualquer maneira,35
9360,Conselho Administrativo,35
9197,nova fase,35
9201,melhores condições,35
9210,Unidas ONU,35
9196,quase dois,35
9219,três décadas,35
9238,partir desta,35
9242,fazer algo,35
9257,cinco pessoas,35
9260,Nesta quintafeira,35
9226,primeiro passo,35
9281,sob investigação,35
9332,grande quantidade,35
9290,Emilio Odebrecht,35
9350,ainda precisa,35
9348,primeiros dias,35
9346,outros casos,35
9353,Polícia Rodoviária,35
9317,porque segundo,35
9303,Ele contou,35
9301,Segundo informações,35
9296,presidente eleito,35
9772,primeiro trimestre,34
9714,boa relação,34
9716,menos quatro,34
9722,2018 Boa,34
9731,Segurança Nacional,34
9733,abril deste,34
9738,família Lula,34
9746,podia ser,34
9757,ficou claro,34
9760,praticou qualquer,34
9764,pessoas ficaram,34
9771,Jader Barbalho,34
9858,Bruno Júlio,34
9786,João Carlos,34
9791,setor público,34
9796,Nesta quinta,34
9799,308 votos,34
9801,controle sobre,34
9821,sob controle,34
9824,Lula sobre,34
9826,Retrospectiva 2017,34
9847,Lima PMDBBA,34
9851,gastos públicos,34
9856,vídeo divulgado,34
9698,fundo eleitoral,34
9700,ministro Moreira,34
9849,Papa Francisco,34
9686,tradução livre,34
9609,Anthony Garotinho,34
9681,ter tido,34
9549,Depois disso,34
9559,Mas ainda,34
9561,possam ser,34
9565,neste processo,34
9568,João Batista,34
9575,momento algum,34
9586,alguns meses,34
9588,mil anos,34
9594,Câmara deputado,34
9599,Não havia,34
9547,energia elétrica,34
9611,Antonio Carlos,34
9634,quatro horas,34
9619,vai deixar,34
9669,onde fica,34
9665,Belo Monte,34
9657,Por falar,34
9660,deixa claro,34
9633,defesa diz,34
9631,agentes políticos,34
9626,capital gaúcha,34
9622,anos 1970,34
9620,Hilberto Mascarenhas,34
10052,Batista dono,33
10098,grupo Odebrecht,33
10061,fechou acordo,33
10064,facção criminosa,33
10069,autoridade policial,33
10077,espaço aéreo,33
10078,empresas envolvidas,33
10089,corpus preventivo,33
10180,Carl Vinson,33
10101,operador financeiro,33
10134,sob suspeita,33
10141,ser votada,33
10147,Trump afirmou,33
10176,intolerância religiosa,33
10182,decidiu nesta,33
10183,desta semana,33
10195,apartamento 121,33
10042,Cláudio Lula,33
10048,publicação desta,33
10054,processo sobre,33
10036,Tacla Duran,33
9959,pessoas ligadas,33
10032,Guilherme Boulos,33
9863,Carlos Alberto,33
9898,manhã deste,33
9901,vinha sendo,33
9912,ministros Eliseu,33
9930,parte desse,33
9940,ser condenado,33
9943,deputado Paulo,33
9881,deve fazer,33
9963,exassessor especial,33
9976,nunca ter,33
9985,colarinho branco,33
10018,Bom dia,33
10019,novo diretorgeral,33
10029,Interno Bruto,33
9965,três filhos,33
10031,desse processo,33
10415,agência Reuters,32
10482,Isso pode,32
10476,outra empresa,32
10473,Kim JongUn,32
10463,Emmanuel Macron,32
10446,ter havido,32
10419,execução provisória,32
10411,prestaram depoimento,32
10414,inquérito contra,32
10413,sido condenado,32
10409,segurança jurídica,32
10400,Para evitar,32
10397,Gomes PDT,32
10484,sete pessoas,32
10483,legislação brasileira,32
10528,deve continuar,32
10485,nota oficial,32
10490,mil vagas,32
10493,Roberto Freire,32
10505,pessoas envolvidas,32
10514,Bumlai amigo,32
10516,Associated Press,32
10520,alto nível,32
10525,Jonas Suassuna,32
10533,Rio Preto,32
10536,ação popular,32
10538,quis comentar,32
10547,Bruno Araújo,32
10554,Rio Vermelho,32
10394,ser votado,32
10395,Rodoviária Federal,32
10519,recebido dinheiro,32
10390,Moro afirmou,32
10276,Justiça brasileira,32
10215,Rede Globo,32
10217,Bom Dia,32
10222,servidor público,32
10225,recurso apresentado,32
10227,OAS Léo,32
10228,desembargador João,32
10239,horas antes,32
10242,sido feita,32
10214,desde 2012,32
10245,sendo feito,32
10246,pessoas vão,32
10255,Força Tarefa,32
10259,todo tipo,32
10265,próximos anos,32
10384,forças armadas,32
10281,suposto esquema,32
10327,melhor forma,32
10382,tomou conta,32
10381,orientação sexual,32
10370,José Yunes,32
10364,Uma coisa,32
10340,Produto Interno,32
10359,primeiro mandato,32
10326,Fórum Brasileiro,32
10320,país onde,32
10316,ordem judicial,32
10311,protesto contra,32
10291,Você pode,32
10289,Até hoje,32
10285,Nos anos,32
10823,nenhum ato,31
10856,doleiro Alberto,31
10855,deve ficar,31
10846,nada disso,31
10845,marqueteiro João,31
10836,Álvaro Dias,31
10765,outros órgãos,31
10816,atual ministro,31
10811,nenhuma prova,31
10810,ações contra,31
10790,Aérea Brasileira,31
10771,Justiça Militar,31
10770,pode ajudar,31
10864,Santo Antônio,31
10860,Fazenda Guido,31
10914,zona norte,31
10870,sendo investigado,31
10874,Lula Cristiano,31
10878,vamos fazer,31
10881,mesma linha,31
10888,SÃO PAULO,31
10895,devido processo,31
10906,mil mensais,31
10921,poderiam ter,31
10926,levantamento feito,31
10930,Poder Legislativo,31
10931,construtora Odebrecht,31
10932,Criminal Federal,31
10940,Cui Bono,31
10949,Las Vegas,31
10762,Adriana Ancelmo,31
10764,tudo bem,31
10759,outras mulheres,31
10556,corrida presidencial,31
10659,vai conseguir,31
10756,gente quer,31
10560,recursos hídricos,31
10562,mil hectares,31
10579,anunciou nesta,31
10581,Desenvolvimento Social,31
10585,presidente afastado,31
10607,Segurança Institucional,31
10620,possível fazer,31
10621,recebido propina,31
10634,Público Eleitoral,31
10636,crimes praticados,31
10642,Deputados Eduardo,31
10651,Maria Lúcia,31
10653,Odebrecht afirmou,31
10623,Pedro Barusco,31
10663,Nesta quartafeira,31
10716,Angela Merkel,31
10671,divulgada nesta,31
10737,Naquela época,31
10736,Cristina Mautoni,31
10733,Temer ainda,31
10727,Integração Nacional,31
10721,Diante disso,31
10739,população brasileira,31
10713,Rogério Galloro,31
10705,afirmou Temer,31
10704,Não adianta,31
10683,pessoas participaram,31
10681,organizações criminosas,31
10709,dados sobre,31
11254,Jovair Arantes,30
11282,crimes comuns,30
11281,sido feito,30
11279,reforma ministerial,30
11263,unidade prisional,30
11262,Celso Jacob,30
11258,mil funcionários,30
11241,ainda disse,30
11251,informou ainda,30
11246,ser feitas,30
11234,Eduardo Braga,30
11232,Transpetro Sérgio,30
11225,várias pessoas,30
11289,eleita Dilma,30
11285,governo nortecoreano,30
11216,nota fiscal,30
11298,política econômica,30
11309,dia Aqui,30
11316,Dyogo Oliveira,30
11320,jamais solicitou,30
11324,Humberto Costa,30
11325,notícias sobre,30
11328,Hospital SírioLibanês,30
11341,pediu ajuda,30
11356,Secretaria Estadual,30
11358,Sua Excelência,30
11365,pediu demissão,30
11366,André Esteves,30
11367,Operação Trapaça,30
11368,Penitenciário Nacional,30
11370,Ronaldo Nogueira,30
11223,senhor expresidente,30
10956,relatório final,30
11209,última terçafeira,30
11059,Tesouro Nacional,30
11199,Theresa May,30
10957,seleção brasileira,30
10958,Zeze Perrella,30
10981,Paulo João,30
10982,Assembleia Nacional,30
10985,instâncias superiores,30
10993,anos disse,30
10995,primeira mulher,30
11006,disse ontem,30
11010,Isso tudo,30
11020,suposto pagamento,30
11030,quanto tempo,30
11041,desde outubro,30
11049,segunda maior,30
11001,cada ano,30
11064,senador cassado,30
11128,outros três,30
11076,Avenida Paulista,30
11185,Blairo Maggi,30
11163,ter certeza,30
11160,algumas vezes,30
11154,Rodrigues RedeAP,30
11139,deputados estaduais,30
11195,investigação contra,30
11126,tão importante,30
11119,ter acontecido,30
11115,outras palavras,30
11111,sete dias,30
11084,então candidato,30
11077,Shinzo Abe,30
11718,instituições financeiras,29
11746,quero dizer,29
11743,potência nuclear,29
11741,Justiça CNJ,29
11740,muitos casos,29
11732,disse ser,29
11728,pode dar,29
11694,Nas últimas,29
11699,Nos bastidores,29
11696,deputada Cristiane,29
11764,juiz Ricardo,29
11689,Valdir Raupp,29
11681,ataque terrorista,29
11672,primeiros anos,29
11667,eventual candidatura,29
11752,imposto sindical,29
11646,Brasil OAB,29
11773,Ele ficou,29
11778,“Eu acho,29
11781,ação sobre,29
11783,outras partes,29
11784,ainda neste,29
11786,preso preventivamente,29
11790,documentos apresentados,29
11791,júri popular,29
11792,Palocci disse,29
11794,governos petistas,29
11806,capital baiana,29
11809,Lula jamais,29
11812,país africano,29
11814,segundo informou,29
11832,Cadeia Velha,29
11657,Foi assim,29
11642,Não vamos,29
11444,faz referência,29
11435,ter encontrado,29
11511,Janot pediu,29
11463,ter sofrido,29
11458,menos cinco,29
11452,tenta contato,29
11450,justa causa,29
11449,qualquer crime,29
11429,vai ver,29
11525,Trabalhadores CUT,29
11415,apoio político,29
11394,comunicado divulgado,29
11385,política nacional,29
11380,pode gerar,29
11627,Bolsonaro PSC,29
11378,Los Angeles,29
11513,senador Delcídio,29
11479,conta disso,29
11532,Brigada Militar,29
11587,vai passar,29
11623,processo legal,29
11622,Disse ainda,29
11616,publicada nesta,29
11615,Dois dias,29
11611,Bruno Borges,29
11540,parece estar,29
11593,gente pode,29
11601,vamos ter,29
11583,Lei Rouanet,29
11580,crime contra,29
11578,caças suecos,29
11572,primeira coisa,29
11561,Dois anos,29
11544,noite deste,29
12182,disputa eleitoral,28
12135,presidente russo,28
12172,final sobre,28
12169,alto escalão,28
12165,Após ser,28
12162,nova geração,28
12144,máquina pública,28
12142,votou contra,28
12140,Ele fez,28
12119,autoridades brasileiras,28
12131,Rio São,28
12129,entrevista concedida,28
12128,Federal Fernando,28
12126,Fernando Segóvia,28
12124,núcleo político,28
12123,Paulo Gordilho,28
12118,Rio Sérgio,28
12117,Ele pode,28
12195,presidente afastada,28
12186,Caetano Veloso,28
12296,Cláudia Cruz,28
12201,ser analisado,28
12208,ficou ferido,28
12297,Velho Chico,28
12111,vídeo publicado,28
12293,outras três,28
12290,sustentação oral,28
12285,sessão extraordinária,28
12281,José Adelmário,28
12279,últimos três,28
12272,próximos meses,28
12260,crime ocorreu,28
12259,CRISTIANO ZANIN,28
12254,anos Ela,28
12242,pensão alimentícia,28
12231,Baleia Rossi,28
12227,ficou sabendo,28
12224,ser considerada,28
12222,Não vai,28
12218,União AGU,28
12116,após decisão,28
12065,divulgado nesta,28
12107,Ela afirma,28
11891,dar certo,28
11945,pedido feito,28
11940,Hoffmann PTPR,28
11925,mandou soltar,28
11920,vai mudar,28
11912,Maia disse,28
11911,prédio onde,28
12105,pagou propina,28
11892,Não acho,28
11878,determinado momento,28
11962,vai voltar,28
11873,Ele citou,28
11872,Jato Ele,28
11868,Agenor Franklin,28
11867,pode entrar,28
11863,duas ocasiões,28
11856,ACM Neto,28
11843,desde 2011,28
11836,Executiva Nacional,28
11947,capital federal,28
11897,fez questão,28
11967,ser analisada,28
12037,têm direito,28
11969,agente público,28
12095,função pública,28
12072,vai sair,28
12071,causa disso,28
12099,apartamento 164A,28
12040,Brasil ainda,28
12038,ser aprovado,28
12045,Ela diz,28
12035,Pela primeira,28
12026,Leandro Daiello,28
12003,Moro determinou,28
12001,recursos ilícitos,28
11989,qualquer cidadão,28
11986,Sem Terra,28
12027,pretende fazer,28
11974,deve acontecer,28
12658,Gilberto Carvalho,27
12642,outro dia,27
12647,desde junho,27
12652,Marielle Franco,27
12672,programas nuclear,27
12668,menos duas,27
12671,Norte diz,27
12674,fins lucrativos,27
12624,Moro disse,27
12589,vai além,27
12620,três semanas,27
12614,pagar propina,27
12611,funcionário público,27
12609,Roberto Batochio,27
12607,benefícios fiscais,27
12596,caso específico,27
12591,ser ouvido,27
12587,vai pedir,27
12676,questionamentos sobre,27
12675,vou fazer,27
12623,Cândido Vaccarezza,27
12681,Neves PSDB,27
12696,Efraim Filho,27
12583,Ele chegou,27
12792,queria ser,27
12790,outro país,27
12789,escolas públicas,27
12786,Complexo MédicoPenal,27
12785,Adelmário Pinheiro,27
12779,contravenção penal,27
12775,empresa Odebrecht,27
12772,fez críticas,27
12771,base militar,27
12767,falando sobre,27
12766,perfis falsos,27
12762,empresa brasileira,27
12752,ZANIN MARTINS,27
12743,saúde mental,27
12736,Nos Estados,27
12726,vai decidir,27
12711,senador Tasso,27
12699,passiva obstrução,27
12586,Justiça contra,27
12582,disse estar,27
12407,dar conta,27
12458,quer saber,27
12430,qualquer tentativa,27
12429,nega ter,27
12427,Nesse momento,27
12424,Branislav Kontic,27
12422,nesta ação,27
12421,imóvel vizinho,27
12419,ocorreu após,27
12418,grupo JBS,27
12404,Ciências Sociais,27
12402,ter direito,27
12378,governador Luiz,27
12375,República contra,27
12373,meta fiscal,27
12348,Você vai,27
12344,deputado Carlos,27
12331,afirmou Ele,27
12330,palavra final,27
12328,decisão unânime,27
12326,vai definir,27
12457,cinco minutos,27
12425,preso após,27
12461,Vai ser,27
12514,todo dia,27
12570,construtora OAS,27
12567,podem fazer,27
12566,senador tucano,27
12559,Pinheiro Filho,27
12556,duas ações,27
12546,Estatística IBGE,27
12463,anos anteriores,27
12521,Nesse período,27
12519,vai levar,27
12535,votos favoráveis,27
12513,Eduardo Paes,27
12490,Luiz Gonzaga,27
12471,tanto tempo,27
12475,conversa gravada,27
12489,outros crimes,27
12574,deu início,27
12495,Marcos Valério,27
12503,denúncia afirma,27
12510,The Guardian,27
13175,senhor acha,26
13236,pode continuar,26
13228,Odebrecht Marcelo,26
13227,novo míssil,26
13225,José Guimarães,26
13215,sistema carcerário,26
13205,Ação Penal,26
13195,desta forma,26
13194,doação oficial,26
13233,empresas brasileiras,26
13043,tornou réu,26
13168,gestão pública,26
13161,Queiroz Galvão,26
13149,ser vista,26
13148,Bill Clinton,26
13144,duas crianças,26
13140,então diretor,26
13139,ministro relator,26
13129,São Pedro,26
13128,diz estar,26
13239,poderia fazer,26
13238,Direito Penal,26
13363,dados oficiais,26
13240,STF Supremo,26
13242,secretário estadual,26
13366,Waldir Maranhão,26
13102,513 deputados,26
13354,valor pago,26
13333,Nesta segundafeira,26
13330,milhões segundo,26
13327,conduções coercitivas,26
13325,senador José,26
13323,Fundação Getúlio,26
13317,prestar esclarecimentos,26
13300,ataque nuclear,26
13293,Kim Jong,26
13292,Estado americano,26
13289,ação militar,26
13285,quase três,26
13283,mil presos,26
13280,120 dias,26
13265,Lima Filho,26
13259,Lula nega,26
13258,Thompson Flores,26
13254,outros investigados,26
13251,empresas estatais,26
13126,Arthur Maia,26
13004,Governo Carlos,26
13094,tomar posse,26
12894,encontrada morta,26
12926,política pública,26
12924,qualquer lugar,26
13092,Condomínio Solaris,26
12920,Brasil vive,26
12919,então governador,26
12916,Lula ainda,26
12912,Lauro Jardim,26
12907,cidadão brasileiro,26
12905,intervenção policial,26
12892,garantias fundamentais,26
12957,oito pessoas,26
12890,qualquer prova,26
12860,Antes disso,26
12846,pode recorrer,26
12836,Santos Laus,26
12828,duras críticas,26
12813,Este ano,26
12812,área central,26
12803,outras medidas,26
12801,área econômica,26
12954,outra forma,26
12923,atual gestão,26
12969,Paulo USP,26
13033,cada três,26
13091,cargo público,26
13089,falso testemunho,26
13084,agenda oficial,26
13083,Pelo contrário,26
13065,revista Veja,26
12974,Brasil Popular,26
13058,governo diz,26
13052,Ricardo Pessoa,26
13038,operadores financeiros,26
13061,ser tratado,26
13032,reflexão sobre,26
13021,reportagem sobre,26
13017,então procuradorgeral,26
13002,mil metros,26
12986,Nesta ação,26
12982,possível candidatura,26
12981,Outros dois,26
12980,médio alcance,26
13027,primeira página,26
13806,Banco Mundial,25
13790,ministro Fachin,25
13801,última quartafeira,25
13802,Diretório Nacional,25
13821,Universidade Estadual,25
13810,desde 2013,25
13816,Bruto PIB,25
13818,ser afastado,25
13820,Ensino Médio,25
13786,próprio Lula,25
13830,Marcos Pereira,25
13779,novas eleições,25
13775,ministro Dias,25
13767,apenas dois,25
13758,ser usada,25
13756,STF Luiz,25
13744,contra políticos,25
13738,outro tipo,25
13737,supostas irregularidades,25
13734,ponto final,25
13733,Marta Suplicy,25
13719,Saiba abaixo,25
13828,dezembro deste,25
13701,próxima segundafeira,25
13837,próximo passo,25
13914,Farias PTRJ,25
13947,João Alberto,25
13944,ajuda humanitária,25
13941,Carlos Armando,25
13939,alta velocidade,25
13935,Petrobrás Nestor,25
13934,segurança máxima,25
13923,Nelson Xavier,25
13919,recursos próprios,25
13915,próxima terçafeira,25
13912,deflagrada nesta,25
13853,prova contra,25
13907,Flávio Dino,25
13903,ter participado,25
13902,José Melo,25
13901,audiência pública,25
13894,pressão sobre,25
13881,outros réus,25
13877,Igreja Católica,25
13873,pode mudar,25
13861,mercado internacional,25
13703,chamou atenção,25
13479,investigação criminal,25
13700,tomar decisões,25
13576,eleições deste,25
13557,presidente afirmou,25
13550,ser mulher,25
13544,vai tentar,25
13536,inteligência artificial,25
13522,sulcoreano Moon,25
13515,última instância,25
13502,supostos crimes,25
13500,legítima defesa,25
13496,Lula Ele,25
13482,instâncias inferiores,25
13473,recebeu dinheiro,25
13464,Temer Moreira,25
13458,próxima eleição,25
13452,Lula Segundo,25
13440,mesma situação,25
13422,Marun PMDBMS,25
13414,outros cinco,25
13391,Com certeza,25
13385,Eduardo Suplicy,25
13380,Sistema Único,25
13692,foro especial,25
13574,Econômico Mundial,25
13474,José Luiz,25
13577,fazer nada,25
13639,prisão cautelar,25
13581,escola pública,25
13684,Nesta segunda,25
13680,Santa Maria,25
13679,banco público,25
13678,processo criminal,25
13664,estar sendo,25
13650,Silva Rede,25
13648,Fonte Nova,25
13645,inquérito sobre,25
13643,edifício Solaris,25
13660,recesso parlamentar,25
13600,Mas agora,25
13634,artista plástico,25
13628,outras cidades,25
13622,Chico Buarque,25
13611,violência sexual,25
13606,emendas parlamentares,25
13605,vai precisar,25
13601,pra fazer,25
13635,Giordano Bruno,25
14435,Nunes Ferreira,24
14413,braço direito,24
14415,administração municipal,24
14416,Marco Maia,24
14417,STF Edson,24
14448,Pedro Novis,24
14436,Nas redes,24
14437,Ricardo Barros,24
14438,Luiz Marinho,24
14442,André Gustavo,24
14394,julgamento sobre,24
14406,bom senso,24
14304,zona oeste,24
14393,próprio Temer,24
14386,Federal sobre,24
14380,dizem respeito,24
14375,vai trabalhar,24
14368,recebeu qualquer,24
14341,eleição direta,24
14333,Castro Alves,24
14325,doações eleitorais,24
14315,deste tipo,24
14310,Brasil hoje,24
14459,abriu mão,24
14457,Sem dúvida,24
14585,boletim médico,24
14464,Carlos Zarattini,24
14469,duas mulheres,24
14586,sábados domingos,24
14301,desde dezembro,24
14583,Fernando Bezerra,24
14578,Terapia Intensiva,24
14572,saúde educação,24
14568,unidades prisionais,24
14564,Construtora OAS,24
14561,presídio federal,24
14558,Petrobras Nestor,24
14557,Ano Novo,24
14545,Eduardo Bolsonaro,24
14538,Sírio Libanês,24
14533,dar início,24
14532,Frei Chico,24
14527,meio século,24
14522,ainda hoje,24
14509,Mike Pence,24
14508,Washington Post,24
14507,ogiva nuclear,24
14494,papel importante,24
14481,território nacional,24
14478,devem ter,24
14473,destacou ainda,24
14302,primeira etapa,24
14321,empresas privadas,24
14297,presidente Trump,24
14045,desse dinheiro,24
14104,tentar impedir,24
14099,deveriam ter,24
14094,Ele lembrou,24
14091,Brasil inteiro,24
14085,Não quero,24
14077,políticos citados,24
14075,muitas coisas,24
14067,cumprir pena,24
14057,provas documentais,24
14054,Segundo dados,24
14046,Petrobras Renato,24
14044,caso envolvendo,24
14112,processos contra,24
14036,meia hora,24
14034,menos dez,24
14032,outra parte,24
14026,boa vontade,24
14007,aprovou nesta,24
13989,Hugo Chávez,24
13971,cada 100,24
13957,Ele explica,24
13950,Souza Lima,24
13949,Mendherson Souza,24
14292,influência sobre,24
14108,general Braga,24
14052,ser discutido,24
14117,Frente Brasil,24
14196,pode parecer,24
14290,Batista disse,24
14124,horário local,24
14288,expresidente disse,24
14287,ter pedido,24
14285,sentença condenatória,24
14278,Civil Anac,24
14265,mil euros,24
14248,Grupo OAS,24
14242,Atuação Especial,24
14228,Ronaldo Caiado,24
14212,Temer pediu,24
14253,disputa presidencial,24
14193,vez disso,24
14171,fica claro,24
14133,Lula Paulo,24
14153,Uma pessoa,24
14165,Trump anunciou,24
14167,Atendimento Móvel,24
14135,desde 2010,24
14174,Fórum Econômico,24
14185,emenda constitucional,24
14188,protestos contra,24
14190,governo quer,24
15092,podemos ser,23
15062,outros políticos,23
15063,Tião Viana,23
15069,responsabilidade fiscal,23
15075,líderes partidários,23
15091,São Gonçalo,23
15094,próximos dois,23
15093,ser presos,23
15051,tempo atrás,23
15101,sido preso,23
15104,Marco Antônio,23
15102,posso fazer,23
15054,votaram contra,23
14982,Federal contra,23
15044,Minha mãe,23
15034,pode resultar,23
15033,origem ilícita,23
15027,vai responder,23
15026,impeachment contra,23
15024,autorização judicial,23
15022,legislação eleitoral,23
15021,Temer vai,23
15003,gente faz,23
14997,então vicepresidente,23
14990,novas tecnologias,23
14979,ter pago,23
15114,principais fatos,23
15110,nada sobre,23
15270,Farmácia Popular,23
15117,benefício próprio,23
15123,Claudio Melo,23
14971,russo Vladimir,23
15271,Coisas Eróticas,23
15267,DAG Construtora,23
15266,recolhimento noturno,23
15265,contas inativas,23
15264,Otávio Azevedo,23
15259,Porto Velho,23
15254,quase quatro,23
15241,ser identificado,23
15236,ficaram feridos,23
15231,Edifício Solaris,23
15213,vai pagar,23
15209,onde havia,23
15202,onde vive,23
15200,Oswaldo Cruz,23
15196,dois primeiros,23
15187,500 milhões,23
15185,France Presse,23
15176,depoimento nesta,23
15168,quase metade,23
15151,100 anos,23
15137,vários anos,23
15134,recursos financeiros,23
15125,partes envolvidas,23
15124,pode deixar,23
14975,dois últimos,23
14702,ninguém pode,23
14968,Rodrigo Rollemberg,23
14706,Fábio Cleto,23
14787,2014 Segundo,23
14777,processo envolvendo,23
14773,arsenal nuclear,23
14771,último sábado,23
14768,reformas trabalhista,23
14763,Não vejo,23
14756,esclarecimentos necessários,23
14754,então senador,23
14752,Jato contra,23
14742,poderia estar,23
14734,Brasil vai,23
14721,Paulo Fernando,23
14699,Paulo Ele,23
14796,pode causar,23
14688,operações policiais,23
14683,sistema eleitoral,23
14657,ministro afirmou,23
14631,processo judicial,23
14630,havia anunciado,23
14621,Raúl Castro,23
14620,menos seis,23
14619,Jornal Hoje,23
14617,BTG Pactual,23
14609,rápido possível,23
14967,Temer sobre,23
14605,setembro deste,23
14795,primeiro presidente,23
14720,STF determinou,23
14809,têm acesso,23
14895,Brasil Livre,23
14954,Moro nesta,23
14952,Inspeção Federal,23
14814,dentre outros,23
14948,diversos países,23
14943,ser bem,23
14941,vai acabar,23
14939,tempo indeterminado,23
14937,Dia Internacional,23
14915,Comando Vermelho,23
14908,Joesley diz,23
14907,conta ainda,23
14899,Pedro Paulo,23
14914,Organizado Gaeco,23
14829,outros ministros,23
14869,democracia brasileira,23
14826,Urgência Samu,23
14894,Movimento Brasil,23
14836,novo modelo,23
14839,vai analisar,23
14856,Rodrigo Tacla,23
14855,Juízes Federais,23
14879,novo pedido,23
14887,Odebrecht Cláudio,23
14890,onde ocorreu,23
14825,crime aconteceu,23
15824,outro momento,22
15780,novo relator,22
15799,grupo extremista,22
15812,TSE Gilmar,22
15768,diretório nacional,22
15817,disse Trump,22
15838,poucas horas,22
15828,mandados judiciais,22
15829,último mês,22
15830,três tiros,22
15836,neste país,22
15760,conta bancária,22
15840,corrupção envolvendo,22
15767,Admar Gonzaga,22
15697,apenas duas,22
15754,Temer deve,22
15753,disse Ele,22
15750,vai dizer,22
15746,campanhas políticas,22
15744,pedir desculpas,22
15731,Nesses casos,22
15729,senadores Renan,22
15726,segundo delatores,22
15706,dois tipos,22
15705,Zezé Perrella,22
15702,Naquele momento,22
15676,seis dias,22
15675,fazer política,22
15881,carga tributária,22
15844,capital mineira,22
16042,Cesare Battisti,22
15892,líderes mundiais,22
15896,nunca havia,22
15663,falam sobre,22
16045,Leandro Castro,22
16044,Jonas Lopes,22
16043,senhor Antonio,22
16041,Grande Recife,22
16040,Operação Torrentes,22
16024,Tônia Carrero,22
16023,Assembleia Constituinte,22
16021,Plano Nacional,22
16009,lei penal,22
16007,Justiça José,22
15995,última sexta,22
15989,Albert Einstein,22
15969,Valor Econômico,22
15967,disse acreditar,22
15965,duas empresas,22
15958,“As pessoas,22
15953,vamos ver,22
15950,Sítio Santa,22
15947,ADVOGADO CRISTIANO,22
15943,Rogério 157,22
15932,Beto Mansur,22
15930,Santo André,22
15918,pagamentos feitos,22
15917,secretário municipal,22
15914,área técnica,22
15911,após reunião,22
15898,nuclear nortecoreano,22
15897,outros lugares,22
15674,Uma nova,22
15532,vida política,22
15658,outras formas,22
15480,Terra MST,22
15471,pronunciar sobre,22
15465,procedimentos jurídicos,22
15462,cassado Delcídio,22
15461,contra Dilma,22
15453,João Rodrigues,22
15451,fazer qualquer,22
15447,dívida pública,22
15435,vida inteira,22
15432,Uma pesquisa,22
15425,junho deste,22
15412,Detenção Provisória,22
15410,Não acredito,22
15404,última hora,22
15402,Janot contra,22
15366,situação atual,22
15364,Quem vai,22
15360,Policia Federal,22
15356,qualquer custo,22
15352,anos 1960,22
15341,novo governo,22
15335,afirmou Segundo,22
15333,organização criminosa”,22
15330,vossa excelência,22
15326,provas apresentadas,22
15320,Lula contra,22
15314,primeira grande,22
15310,próximo presidente,22
15285,per capita,22
15653,Roberto Requião,22
15472,Estado Novo,22
15393,Polícia Pacificadora,22
15481,Oceano Pacífico,22
15568,comentários sobre,22
15636,depoimentos prestados,22
15482,vai entrar,22
15625,queria ter,22
15622,informações privilegiadas,22
15621,texto aprovado,22
15615,nessa situação,22
15604,ser possível,22
15598,Itamar Franco,22
15589,Janot afirmou,22
15583,ficou preso,22
15582,jornal britânico,22
15578,pessoas podem,22
15574,futebol americano,22
