,Bigram,Count
7053,ataque preventivo,8
7060,território nacional,8
6985,Oriente Médio,8
7065,três dias,8
7067,alto comando,8
7070,status quo,8
7073,crimes contra,8
7076,alguns desses,8
7083,reportagem publicada,8
7089,Washington Post,8
6872,capital Pyongyang,8
7095,torres gêmeas,8
7099,merece ser,8
6996,Código Penal,8
7062,pode acontecer,8
6981,diversas vezes,8
6929,últimas eleições,8
6878,Você acha,8
6876,Trump declarou,8
6882,Jornalista diz,8
6895,nada sobre,8
6909,praticamente impossível,8
6915,político brasileiro,8
6919,Fernando Haddad,8
6923,Ricardo Ferraço,8
6875,disse Kim,8
6928,jornalista Ricardo,8
6914,absolutamente nada,8
6931,alguns trechos,8
6939,sendo investigado,8
6940,sob suspeita,8
6945,pra perceber,8
6954,muita atenção,8
6962,Juízes Federais,8
6968,seguinte frase,8
6965,milhões durante,8
6935,dois ministros,8
8622,prefeito João,7
8657,desobediência civil,7
8646,Hospital SírioLibanês,7
8633,Vai ter,7
8629,tentou defender,7
8625,nobre senador,7
8608,pedir demissão,7
8616,tira sarro,7
8610,Hospital Santa,7
8604,Calheiros disse,7
8592,melhor amigo,7
8585,ainda poderá,7
8676,deputado Jean,7
8578,protestar contra,7
8671,fez parte,7
8730,Guilherme Boulos,7
8679,informações sigilosas,7
8734,abrir mão,7
8767,qualquer cidadão,7
8571,colunista Cláudio,7
8764,durante todo,7
8760,bem sucedido,7
8743,falava sobre,7
8741,mundo afora,7
8770,Rede Social,7
8682,site oficial,7
8727,Juiz Sergio,7
8726,Brother Brasil,7
8708,King Air,7
8697,Uma dessas,7
8695,Beto Barbosa,7
8693,Organização Mundial,7
8575,pessoas próximas,7
8423,valores morais,7
8569,família real,7
8404,falar tudo,7
8440,pede desculpas,7
8439,ficou sabendo,7
8415,Everardo Oliveira,7
8414,respondeu Não,7
8413,expresidente brasileiro,7
8412,Cada vez,7
8402,fazer delação,7
8456,Victor Chaves,7
8398,três filhos,7
8384,Gilberto Kassab,7
8382,governo nortecoreano,7
8379,empresário Marcelo,7
8773,algum dia,7
8378,mísseis Tomahawk,7
8447,pode dar,7
8466,Lula nega,7
8566,ser comido,7
8537,Dilma nunca,7
8556,Complexo Penitenciário,7
8553,senador Jucá,7
8547,Ministro Chefe,7
8546,corrupção envolvendo,7
8544,frase acima,7
8542,empreiteiras investigadas,7
8526,Desse total,7
8468,agentes penitenciários,7
8524,Lula Não,7
8519,Moura Brasil,7
8507,país disse,7
8489,expresidente Luíz,7
8487,citado acima,7
8474,Aloysio Nunes,7
8772,pra casa,7
8998,pode deixar,7
8784,Processo Penal,7
8980,ninguém pode,7
9016,ser presa,7
9012,debate sobre,7
8999,segundo mandato,7
8990,ministro Ricardo,7
8982,Minha Vida,7
8981,Minha Casa,7
8974,deputada federal,7
9029,Base Aérea,7
8971,Não posso,7
8970,poder econômico,7
8967,força tarefa,7
8966,Evo Morales,7
8962,matéria diz,7
8961,prestar esclarecimentos,7
9021,cientista político,7
9035,Luiza Brunet,7
8787,Cabo Frio,7
9083,esquema Petrobras,7
8355,mil soldados,7
9106,Band News,7
9093,Mário Kozel,7
9091,mundo onde,7
9088,Valor Econômico,7
9085,mosquito Aedes,7
9072,deputado Waldir,7
9036,possível ver,7
9070,ministro chefe,7
9068,mil cargos,7
9056,conversa telefônica,7
9052,Marieta Severo,7
9038,Felipe Heiderich,7
9037,Bianca Toledo,7
8957,Lula afirmou,7
8956,centro cirúrgico,7
8955,rádio Jovem,7
8829,perseguição política,7
8875,democracia brasileira,7
8874,algumas horas,7
8870,ter ocorrido,7
8869,forças militares,7
8854,queria fazer,7
8848,Operação Custo,7
8819,deputado José,7
8954,prisão decretada,7
8818,Giles Azevedo,7
8817,Otávio Azevedo,7
8808,governo americano,7
8803,portal UOL,7
8791,Maria Lúcia,7
8788,pode perder,7
8881,disse Ele,7
8888,votos válidos,7
8889,todo país,7
8896,jornalista Cláudia,7
8900,comentários sobre,7
8904,Luis Inácio,7
8907,reality show,7
8910,inquérito policial,7
8917,Vagner Freitas,7
8918,cadeia nacional,7
8919,Não queremos,7
8927,Elio Gaspari,7
8928,doações recebidas,7
8934,Ele poderá,7
8935,fato ocorreu,7
8944,Marcelo Navarro,7
8949,novo país,7
8365,Lula Dilma,7
7809,grupo Globo,7
8352,seis anos,7
7849,deputado Rodrigo,7
7869,Temer ainda,7
7864,Anthony Garotinho,7
7863,todo respeito,7
7862,vai levar,7
7858,Leandro Paulsen,7
7853,duas coisas,7
7848,menos cinco,7
7890,próxima quartafeira,7
7839,meio político,7
7834,nesses últimos,7
7824,feito hoje,7
7823,Temer decidiu,7
7804,outra parte,7
7802,zona sul,7
7876,Hélio José,7
7892,PGR contra,7
7973,ataque contra,7
7941,caso Lula,7
7970,outros seis,7
7968,deixou bem,7
7964,abaixo mostra,7
7962,Henrique Alves,7
7946,Fachin relator,7
7945,algumas fotos,7
7931,cidadão comum,7
7898,nove meses,7
7925,possa ter,7
7917,corre risco,7
7914,colunista Leo,7
7906,Uma pessoa,7
7905,federal Eduardo,7
7904,Não pode,7
7793,eleições indiretas,7
7791,paraísos fiscais,7
7788,doleiro Lúcio,7
7655,dúvidas sobre,7
7685,ser processado,7
7681,regime semiaberto,7
7677,conta bancária,7
7676,quer saber,7
7661,qualquer lugar,7
7660,meio ambiente,7
7654,Pelo amor,7
7787,Ele alegou,7
7644,nota sobre,7
7643,última hora,7
7642,William Waack,7
7627,grampo telefônico,7
7623,boa parte,7
8345,parece ter,7
7687,oito meses,7
7704,população brasileira,7
7708,Marcela Temer,7
7711,150 mil,7
7721,força nuclear,7
7725,cargos públicos,7
7730,ter certeza,7
7731,Ele chegou,7
7746,ser feita,7
7750,banqueiro André,7
7754,Times publicou,7
7755,citada acima,7
7765,processo judicial,7
7767,desse cidadão,7
7778,Vara Cível,7
7783,vai continuar,7
7785,Temer pode,7
7971,apartamento triplex,7
7738,meia dúzia,7
7979,fez algumas,7
8179,ainda acrescentou,7
8227,Mais cedo,7
8221,ameaça nuclear,7
8197,ter acesso,7
8195,Lula deu,7
8185,desta sextafeira,7
8183,legislação brasileira,7
8167,Interno Bruto,7
8151,publicada hoje,7
8166,Produto Interno,7
8165,ditadura militar,7
8164,Pode ser,7
8163,serviço militar,7
8158,advogado Roberto,7
8156,história desse,7
8231,faziam parte,7
8233,base aliada,7
8239,presidente disse,7
8242,possibilidade real,7
8268,Não sabemos,7
8278,grupo terrorista,7
8291,servidores públicos,7
8304,longa data,7
8305,governo norteamericano,7
8315,dois homens,7
8320,Pode ter,7
8321,vou ter,7
8323,tantos outros,7
8330,protesto contra,7
8343,proporções mundiais,7
7987,presidente Cármen,7
8344,agência oficial,7
8155,Moro vai,7
8271,neste caso,7
8149,energia elétrica,7
8006,irá investigar,7
8064,posso falar,7
8052,ser questionado,7
8045,vai pagar,7
8044,Quem vai,7
8043,Cunha poderá,7
8042,situação econômica,7
8005,estado grave,7
8086,Relações Institucionais,7
8000,vida pessoal,7
7999,Natasha Dantas,7
7996,pessoas ficaram,7
8143,Sunday Express,7
7991,tanto tempo,7
7989,Lula durante,7
8072,Quer dizer,7
8028,pessoas têm,7
8087,Jader Barbalho,7
8116,Por enquanto,7
8131,email protected,7
8134,notícias falsas,7
8088,vai falar,7
8123,Oliveira PMDBCE,7
8122,Onyx Lorenzoni,7
8119,Senado Eunício,7
8120,Temer recebeu,7
8110,senador disse,7
8141,Heráclito Fortes,7
8101,podemos fazer,7
8096,grave crise,7
8093,Segundo informações,7
8089,Juiz Sérgio,7
10610,banda larga,6
10576,outras duas,6
10606,Las Vegas,6
10603,possível ataque,6
10596,possíveis ataques,6
10612,Confederação Nacional,6
10592,afirma ter,6
10591,território brasileiro,6
10589,policial militar,6
10538,Eduardo Campos,6
10560,Ela ainda,6
10552,podemos ver,6
10544,Temer pediu,6
10542,momento exato,6
10540,Paulo Okamotto,6
10516,deixou escapar,6
10507,jornalista Diogo,6
10501,estariam sendo,6
10624,pede ajuda,6
10483,após sofrer,6
10491,Época informou,6
10619,deputado Francisco,6
10708,600 mil,6
10632,havia deixado,6
10637,Merval Pereira,6
10740,nesta tarde,6
10467,contra Renan,6
10734,tempo todo,6
10731,alguns minutos,6
10728,cidadão brasileiro,6
10718,recursos financeiros,6
10716,novo partido,6
10713,principais beneficiários,6
10709,crise financeira,6
10706,Wesley Safadão,6
10701,nada contra,6
10695,Estado Maior,6
10694,Cássio Conserino,6
10678,construtora Odebrecht,6
10670,Alto Comando,6
10667,colunista Mônica,6
10666,desastre natural,6
10664,senador tucano,6
10660,desta terçafeira,6
10647,Janot procuradorgeral,6
10639,planeta Terra,6
10472,evitar ser,6
10293,Com todo,6
10466,inquéritos contra,6
10283,empresas investigadas,6
10313,deixa escapar,6
10310,Roberto Batochio,6
10303,ficou conhecido,6
10300,forma ilegal,6
10299,Raimundo Lira,6
10298,Bruno Araújo,6
10290,pressão sobre,6
10287,maior número,6
10284,Ricardo Barros,6
10280,rede pública,6
10318,amigo pessoal,6
10274,preso hoje,6
10257,resolveu fazer,6
10246,expresidenta Dilma,6
10239,Você sabe,6
10237,nenhum crime,6
10236,menos assim,6
10235,pessoas ligadas,6
10224,pode vir,6
10771,ensino médio,6
10316,deputado Carlos,6
10321,Santa Rosa,6
10465,Roberto Kalil,6
10403,último ano,6
10454,tentou fazer,6
10449,exprimeiradama Marisa,6
10447,Assembleia Legislativa,6
10428,próximos meses,6
10426,vou sozinho,6
10422,filme sobre,6
10414,Vamos ver,6
10409,Tem gente,6
10408,deverão ser,6
10401,Luiz Carlos,6
10327,estaria sofrendo,6
10397,Ele ficou,6
10386,saneamento básico,6
10373,ficou famoso,6
10367,Jorge Luz,6
10360,Não sabia,6
10340,150 milhões,6
10339,Dilma sabia,6
10332,sendo investigados,6
10330,Vamos explicar,6
10770,PEC 241,6
11075,Fábio Luiz,6
10777,Raul Castro,6
11045,mau gosto,6
11088,Miguel Reale,6
11080,Polícia Rodoviária,6
11072,país Não,6
11070,vida após,6
11067,nomear Lula,6
11065,injúria racial,6
11060,Brasil 247,6
11056,cargo eletivo,6
11052,União Europeia,6
11039,pode falar,6
11092,cargos políticos,6
11034,ser afastado,6
11031,Cidade Alerta,6
11029,Operação Acarajé,6
11028,governo eleito,6
11021,sanitários entupidos,6
11020,exPresidente Luiz,6
11018,Diogo Ferreira,6
11001,objetos pessoais,6
10999,uso indevido,6
11089,Ana Hickmann,6
11095,cargos comissionados,6
10996,sido alvo,6
11146,Zika vírus,6
10216,problemas pessoais,6
11172,Eva Braun,6
11169,bomba atômica,6
11165,Bento Rodrigues,6
11163,corpo humano,6
11160,vai chegar,6
11154,Martins Mourão,6
11153,Hamilton Martins,6
11152,Antonio Hamilton,6
11145,General Mourão,6
11101,apoio irrestrito,6
11141,Segundo informação,6
11138,exPresidente Lula,6
11134,quero dizer,6
11120,Quartel General,6
11119,atual situação,6
11114,futuro próximo,6
11113,180 dias,6
11112,prazo máximo,6
11108,nova fase,6
10998,cartões corporativos,6
10993,Santa Bárbara,6
10784,Esse projeto,6
10856,porra Tem,6
10900,Domingos Montagner,6
10898,desde 2011,6
10895,outros crimes,6
10878,Ricardo Leite,6
10870,sendo assim,6
10861,Está tudo,6
10860,caras dizem,6
10858,Queiroz Galvão,6
10857,SÉRGIO MACHADO,6
10852,Não satisfeito,6
10904,cuspidor oficial,6
10851,crescimento econômico,6
10836,pode usar,6
10835,Segurança Institucional,6
10826,país europeu,6
10817,União Soviética,6
10811,falando sobre,6
10809,próximo mês,6
10796,Pedro Barusco,6
10788,Magistrados Brasileiros,6
10903,LEI ROUANET,6
10906,Avenue Foch,6
10990,país Será,6
10941,Dilma Dilma,6
10983,jornal OGlobo,6
10974,ajudar Dilma,6
10972,Luís Lula,6
10969,Cristina Mautoni,6
10967,Thiago Braz,6
10966,Renaud Lavillenie,6
10965,Comitê Olímpico,6
10958,Fábio Luis,6
10954,coluna Radar,6
10936,sobre Dilma,6
10911,última segunda,6
10931,suposto golpe,6
10930,quatro cantos,6
10929,conduzido coercitivamente,6
10928,24a fase,6
10925,Desenvolvimento Agrário,6
10923,medidas cautelares,6
10921,divulgada hoje,6
10919,contra Cunha,6
10915,gente vai,6
10221,famosa frase,6
9602,todo vapor,6
10207,dizer pra,6
9704,pode tirar,6
9512,Vascular Cerebral,6
9511,Acidente Vascular,6
9509,apresentador Marcelo,6
9495,exministro Antonio,6
9494,mercado financeiro,6
9475,Luís Inácio,6
9474,Moro disse,6
9471,cidadãos brasileiros,6
9468,Sérgio Etchegoyen,6
9462,Gabriel Chalita,6
9454,Lula continua,6
9453,vários anos,6
9447,justa causa,6
9445,STF decidiu,6
9443,Zezé Perrella,6
9432,base aérea,6
9423,sido condenado,6
9420,poucos meses,6
9410,irá analisar,6
9405,qualquer coisa,6
9403,Justiça brasileira,6
9515,Mais recentemente,6
9519,apoio popular,6
9528,250 mil,6
9115,afastado Aécio,6
9697,atual Presidente,6
9696,pessoa próxima,6
9695,nova ameaça,6
9679,parte pra,6
9673,pouco antes,6
9672,desses grupos,6
9623,dar conta,6
9620,tomou posse,6
9604,ações penais,6
9601,Foro Privilegiado,6
9531,Jorge Viana,6
9598,Abaixo alguns,6
9595,abril deste,6
9590,jornalista Jorge,6
9578,crimes praticados,6
9559,STF Edson,6
9555,nova sede,6
9547,chapa PTPMDB,6
9536,Napoleão Nunes,6
9533,400 mil,6
9390,sido vítima,6
9389,Temer afirmou,6
9388,Movimento Brasil,6
9170,LILS Palestras,6
9238,ogiva nuclear,6
9230,ainda comentou,6
9223,conhece sabe,6
9214,sério risco,6
9206,encontrado morto,6
9204,bancos públicos,6
9201,Domingo Espetacular,6
9199,sob sigilo,6
9178,Wagner Moura,6
9166,Lula Lula,6
9259,leia abaixo,6
9164,complexo penitenciário,6
9151,papel higiênico,6
9148,feito ontem,6
9143,várias pessoas,6
9136,STF ministra,6
9133,Ele recebeu,6
9132,tempo indeterminado,6
9128,Por outro,6
10201,nada disso,6
9256,eventual prisão,6
9261,ponto chegamos,6
9387,algum momento,6
9333,Augusto Nunes,6
9384,afirmou hoje,6
9382,Correio Brasiliense,6
9379,Capital Federal,6
9362,Não havia,6
9361,juiz Marcelo,6
9359,Federal Criminal,6
9357,manda soltar,6
9344,Não bastasse,6
9343,contas bancárias,6
9332,podemos chamar,6
9271,matéria completa,6
9328,contra Temer,6
9316,sido feito,6
9310,atual crise,6
9300,Lula tenta,6
9291,corrupção sistêmica,6
9290,grandes empresas,6
9280,Osmar Serraglio,6
9279,Ele diz,6
9278,Federal Ele,6
9698,Tasso Jereissati,6
9188,melhor presidente,6
9715,Cristovam Buarque,6
10005,Super Hornet,6
10072,Lula preso,6
10066,texto diz,6
10054,Tom Cruise,6
10037,primeiro trimestre,6
10032,preste atenção,6
10029,dois bombardeiros,6
10024,senhor acha,6
10012,preso desde,6
10008,próprio governo,6
9994,Renan disse,6
10087,longo prazo,6
9989,Thiago Lacerda,6
9981,Desde então,6
9980,Deus quiser,6
9963,Sul disse,6
9962,arsenal nuclear,6
9956,foro especial,6
9954,arma nuclear,6
9951,vai usar,6
9950,preventivo contra,6
10074,recuperação judicial,6
10092,Vamos continuar,6
9933,própria vida,6
10156,algum tempo,6
9719,deixar claro,6
10195,Quem paga,6
10192,Uma matéria,6
10189,empresário Ronan,6
10183,nova geração,6
10175,Veja publicou,6
10164,desse jeito,6
10158,programa Encontro,6
10157,tenta defender,6
10151,deputado disse,6
10097,ser visto,6
10147,ficou nervoso,6
10145,resolveu dar,6
10139,medidas impopulares,6
10137,vários países,6
10136,nascer quadrado,6
10135,sol nascer,6
10134,Dilma ainda,6
10122,sete anos,6
10100,STF pode,6
9942,deixa claro,6
10160,Nem precisa,6
9927,EUA devem,6
9758,cidadão dono,6
9796,jornal britânico,6
9790,Maia DEMRJ,6
9789,pretende fazer,6
9784,Brasil Ele,6
9780,alguns ministros,6
9777,juízes federais,6
9774,quer tirar,6
9773,todos sabem,6
9767,políticos brasileiros,6
9757,senador José,6
9801,órgãos públicos,6
9756,restringe somente,6
9754,divulgou hoje,6
9750,ordem judicial,6
9748,general Eduardo,6
9734,vamos ter,6
9730,tempos atuais,6
9926,EUA disse,6
9725,Leo Pinheiro,6
9724,Eduardo Braga,6
9800,larga escala,6
9746,duras críticas,6
9805,Eles têm,6
9862,recebe resposta,6
9806,Wall Street,6
9904,objetivo final,6
9901,portaaviões USS,6
9902,primeiras horas,6
9907,Fox News,6
9886,EUA diz,6
9885,estar planejando,6
9884,Norte pode,6
9880,Lula Expresidente,6
9871,nuclear preventivo,6
9898,ter cuspido,6
9859,mil dólares,6
9816,Monica Moura,6
9854,duas semanas,6
9852,americano diz,6
9845,Lula entrou,6
9841,Carlos Alberto,6
9840,advogado criminalista,6
9817,havia feito,6
9815,estoca vento,6
13332,Adalberto Vieira,5
13334,100000 dólares,5
13335,outros 209000,5
13336,209000 reais,5
13337,reais guardados,5
13338,funcionário viajaria,5
13340,berço eleitoral,5
13356,dinheiro apreendido,5
13346,Guimarães iria,5
13347,iria receber,5
13354,havia elementos,5
13379,vai perder,5
13359,fundo partidário,5
13369,sendo punido,5
13373,fazer papel,5
13376,Ensino Religioso,5
13378,precisa saber,5
13331,José Adalberto,5
13286,Gerson Camarotti,5
13330,poderá responder,5
13272,litoral paulista,5
13245,qualquer meio,5
13246,outra forma,5
13383,Desenvolvimento Social,5
13250,800 milhões,5
13258,Tiririca PRSP,5
13262,irá processar,5
13265,Ana Paula,5
13267,Conversa Afiada,5
13281,vidente Carlinhos,5
13323,minuto 110,5
13283,cantora Anitta,5
13284,senador Álvaro,5
13290,Questionada sobre,5
13307,petista Lula,5
13317,nota fiscal,5
13318,enquanto Lula,5
13319,tentar ser,5
13321,Andrés Sanchez,5
13381,Quem informa,5
13461,informou agora,5
13385,estado brasileiro,5
13463,quer destruir,5
13468,perfil oficial,5
13484,jornalista Fernando,5
13488,Lava jato,5
13495,vão fazer,5
13511,Ancelmo Gois,5
13522,duas cabeças,5
13530,nenhuma evidência,5
13532,Morgan Reynolds,5
13536,desta quartafeira,5
13557,alta corte,5
13559,dar asilo,5
13560,plano secreto,5
13562,Alguns políticos,5
13564,Mais Médicos,5
13565,ter encontrado,5
13234,acidente pavoroso,5
13567,Tomás Turbando,5
13467,matéria dizendo,5
13462,presidente Renan,5
13388,800 mil,5
13460,fase final,5
13389,Complexo Médico,5
13390,inteligência emocional,5
13393,valores recebidos,5
13405,pra quê,5
13407,exministro petista,5
13411,LFT Marketing,5
13412,Marketing Esportivo,5
13417,Ministra Cármen,5
13418,justiça brasileira,5
13421,gastos públicos,5
13423,Isso tudo,5
13424,von Richthofen,5
13428,Nas Ruas,5
13435,Leandro Daiello,5
13443,Lucas Lucco,5
13457,desse projeto,5
13458,irá participar,5
13238,Estado brasileiro,5
12929,Grande parte,5
13229,digníssimo ministro,5
12887,anos antes,5
12855,pode ajudar,5
12857,principal aliado,5
12858,milhões via,5
12864,declara guerra,5
12865,IstoÉ publicou,5
12868,Lula ataca,5
12880,portas fechadas,5
12886,crime organizado,5
12888,serviços públicos,5
13219,Paulo informou,5
12891,STF poderá,5
12898,pode colocar,5
12901,praça pública,5
12913,mil compartilhamentos,5
12915,alguns comentários,5
12920,200 políticos,5
12944,via WhatsApp,5
12951,deve ocorrer,5
12847,boa sorte,5
12839,dupla sertaneja,5
12833,comandante militar,5
12831,fazer perguntas,5
13574,maior escândalo,5
12770,sob acusação,5
12771,país comunista,5
12774,André Moura,5
12779,políticos envolvidos,5
12780,Deve ser,5
12781,Odebrecht vai,5
12782,política nacional,5
12790,120 mil,5
12793,pronuncia sobre,5
12796,Moro respondeu,5
12801,Ela diz,5
12803,Bahia Notícias,5
12807,onde reside,5
12808,ser tratado,5
12823,conhecimento sobre,5
12828,nesta quinta,5
12957,Valdo Cruz,5
12961,pegar todo,5
12964,Alberto Fraga,5
13060,notas fiscais,5
13070,Bill Clinton,5
13081,poderá destruir,5
13103,disse Não,5
13129,forças policiais,5
13130,Nós vamos,5
13137,ninguém vai,5
13139,decidiu fazer,5
13141,Rio Branco,5
13149,apóstolo Valdemiro,5
13150,novo affair,5
13172,levar adiante,5
13177,Por fim,5
13190,quis comentar,5
13201,prefeito eleito,5
13208,faz piada,5
13211,casos suspeitos,5
13214,impostos sobre,5
13063,comentário sobre,5
13059,verbas públicas,5
12977,Cunha PMDB,5
13058,tanta gente,5
12978,Dilma tentou,5
12979,podemos ter,5
12992,PGR pede,5
12994,Nas gravações,5
12995,Lula deixou,5
12996,fazer política,5
13010,Luís Claudio,5
13011,Claudio Lula,5
13029,zona norte,5
13037,Luciana Cardoso,5
13039,República Luiz,5
13041,outro momento,5
13045,segunda fase,5
13047,manifestou sobre,5
13051,Palocci Filho,5
13054,portal Terra,5
13055,700 mil,5
13569,devem ter,5
13977,ter foro,5
13579,oito carros,5
14071,pior recessão,5
14044,Contas Abertas,5
14045,jornal FolhaSP,5
14048,destruir documentos,5
14057,Lago Sul,5
14059,fará pronunciamento,5
14065,qualquer outra,5
14066,Após receber,5
14068,grupo armado,5
14072,aplicativo WhatsApp,5
13591,Agência Brasil,5
14074,povo pode,5
14079,deputada comunista,5
14081,Suzana Vieira,5
14084,ser julgada,5
14087,mês passado,5
14089,salvar Lula,5
14104,ataque terrorista,5
14109,naquele lugar,5
14040,Ricardo Berzoini,5
14034,Casa Minha,5
14027,Última Hora,5
14021,passando fome,5
13954,ligação telefônica,5
13955,imagem via,5
13957,posso dizer,5
13968,Dilma Não,5
13969,tudo sobre,5
13971,mudou nada,5
13972,guerra civil,5
13974,jornalista Paulo,5
12756,Lula sabe,5
13979,tirar Dilma,5
13982,militância petista,5
13993,Medida Provisória,5
13994,Rodoviária Federal,5
13995,Turismo Henrique,5
13997,terceiro ministro,5
14002,trio jardim,5
14017,dessa matéria,5
14112,Partido Social,5
14113,Norte afirmou,5
14116,quis fazer,5
14171,Eduardo Jorge,5
14175,novo teste,5
14176,maior mentiroso,5
14181,Adolf Hitler,5
14184,caro internauta,5
14186,Regime Militar,5
14190,poderio militar,5
14191,poucas horas,5
14196,Banco Mundial,5
14201,Hamilton Mourão,5
14204,ameaçou destruir,5
14214,Northrop Grumman,5
14222,Costa Marques,5
14223,William Shakespeare,5
14226,Rodong Sinmun,5
14227,notícias KCNA,5
14228,orientação sexual,5
14230,alguns órgãos,5
14172,extrema esquerda,5
14169,Hélio Bicudo,5
14117,Medidas Provisórias,5
14167,Kozel Filho,5
14120,Rita Lee,5
14121,região central,5
14129,São uns,5
14135,então tesoureiro,5
14138,mosquitos transgênicos,5
14139,pessoas infectadas,5
14140,mineradora Samarco,5
14144,Passe Livre,5
14145,Vamos deixar,5
14146,Nos EUA,5
14147,Fórum Econômico,5
14150,tão forte,5
14154,general Antonio,5
14156,ajuste fiscal,5
14157,governo comunista,5
14165,Mário Kosel,5
14166,Kosel Filho,5
13952,Desse modo,5
13951,Cordeiro Cruz,5
13941,horas semanais,5
13672,Paula Fernandes,5
13682,ter usado,5
13687,mal começou,5
13697,ser levado,5
13698,poderá ver,5
13699,ser conduzido,5
13703,nesta segunda,5
13709,Vitoria 10000,5
13716,ainda diz,5
13719,disse Alexandre,5
13720,despesas pessoais,5
13725,Aloizio Mercadante,5
13728,Erenice Guerra,5
13729,pessoas físicas,5
13731,Sociedade Militar,5
13742,Estado Democrático,5
13753,Eduardo Cardoso,5
13760,chamado foro,5
13681,pessoas vão,5
13670,Lula sobre,5
13763,futura expresidenta,5
13668,Estadão informou,5
13597,qualquer relação,5
13608,vai pegar,5
13614,gente ainda,5
13619,grande acordo,5
13621,curto prazo,5
13622,comandantes militares,5
13624,minutos após,5
13631,desse ano,5
13632,próprias conclusões,5
13635,chega pra,5
13638,Credit Suisse,5
13646,dia triste,5
13648,vou dizer,5
13649,alto nível,5
13650,conforme informou,5
13655,Para tentar,5
13667,presidente brasileiro,5
13762,votos contra,5
13765,Folha informou,5
13939,Pega ladrão,5
13860,Temer poderá,5
13870,desde 2002,5
13881,jornal Daily,5
13882,outro candidato,5
13890,Eduardo Suplicy,5
13901,grande número,5
13911,pode levar,5
13913,igreja católica,5
13914,próprio enteado,5
13916,faz uso,5
13920,José Catalão,5
13926,Comunicação Social,5
13927,Rogério Rosso,5
13928,estado democrático,5
13930,Heraldo Pereira,5
13931,manhã deste,5
13933,burros nágua,5
13938,terceira vez,5
13862,Julio Camargo,5
13851,presidente afastado,5
13767,saco cheio,5
13847,nota dizendo,5
13773,extremamente abatido,5
13783,Otávio Marques,5
13785,Luis Lula,5
13790,Veja abaixo,5
13798,ainda vai,5
13801,violência psicológica,5
13805,piada pronta,5
13806,conversas telefônicas,5
13808,família Silva,5
13811,faixa presidencial,5
13813,dois mandatos,5
13816,gestões petistas,5
13817,Temer irá,5
13821,Lula quanto,5
13836,via Felipe,5
13838,Paula Lavigne,5
13843,saúde educação,5
12766,Lula chegou,5
13714,duas horas,5
12754,emite nota,5
11642,quer falar,5
11619,Isso aqui,5
11628,general Sérgio,5
11630,momento algum,5
11632,mídias sociais,5
11637,decidiu manter,5
11638,calar diante,5
11639,carreira política,5
11641,Operação Patmos,5
11648,Qualquer pessoa,5
11534,dão destaque,5
11656,informações privilegiadas,5
11659,presente momento,5
11663,sobre Temer,5
11665,entrevista exclusiva,5
11666,perigosa organização,5
11672,polícia local,5
11673,diversas pessoas,5
11674,empresa aérea,5
11614,coisas ruins,5
11603,anos disse,5
11600,pra notar,5
11594,Joesley disse,5
11544,filho prodígio,5
11545,sob proteção,5
11554,denúncia feita,5
11556,juiz responsável,5
11564,órgãos competentes,5
11569,qualquer instante,5
11571,provas concretas,5
11572,Não precisamos,5
11573,associação criminosa,5
11575,postagem feita,5
11576,instituições brasileiras,5
11577,deu certo,5
11578,pra nada,5
11584,ser transferido,5
11588,dinheiro oriundo,5
11592,Temer quer,5
11593,declaração feita,5
11675,Até hoje,5
11678,outras coisas,5
11687,ser vítima,5
11793,propinas pagas,5
11805,meio milhão,5
11807,Jorge Bastos,5
11808,Bastos Moreno,5
11810,vai sobrar,5
11811,pedra sobre,5
11812,sobre pedra,5
11813,danos causados,5
11819,alguns exemplos,5
11827,imunidade parlamentar,5
11835,neste domingo,5
11837,Enéas Carneiro,5
11846,Pelo menos,5
11878,ser presos,5
11891,Para mim,5
11893,fiquei sabendo,5
11894,ser citado,5
11896,Jornal Hoje,5
11804,alguns casos,5
11789,faz alerta,5
11688,ministro Fachin,5
11788,próprio corpo,5
11689,nenhuma prova,5
11692,integridade física,5
11698,procurador Deltan,5
11700,carne bovina,5
11708,jornal carioca,5
11712,quer calar,5
11719,Ele alega,5
11725,desde então,5
11737,Operação Greenfield,5
11747,recursos desviados,5
11748,poderão chegar,5
11752,pudesse ser,5
11756,fazer alguma,5
11757,Renato Russo,5
11765,Soares Leite,5
11768,OAS Léo,5
11778,país precisa,5
11541,São João,5
11531,Brasil Livre,5
11909,Moro afirmou,5
11297,mil habitantes,5
11256,detalhe curioso,5
11261,emendas parlamentares,5
11263,longe demais,5
11265,bem diferente,5
11273,país onde,5
11275,inglês The,5
11276,quase impossível,5
11292,deste domingo,5
11302,capital gaúcha,5
11528,Moro Lula,5
11305,tantos anos,5
11323,nação brasileira,5
11324,outra vez,5
11327,Mendes disse,5
11332,polícia legislativa,5
11338,Moro fez,5
11339,Sendo assim,5
11348,efeitos colaterais,5
11255,diversos tipos,5
11247,ensino superior,5
11242,durante toda,5
11239,dar tudo,5
12748,dois casos,5
11176,senadora Kátia,5
11177,Essas pessoas,5
11178,país Eles,5
11185,ter dito,5
11187,presidenciável Jair,5
11189,jornalista Reinaldo,5
11190,Neves irmã,5
11206,doenças cardíacas,5
11212,bancada evangélica,5
11215,Carmen Lucia,5
11219,200 bilhões,5
11229,Janot pediu,5
11232,interceptações telefônicas,5
